experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
grid_robustness,interaction,14,120,Linf,41,251,0.00018824702601686352,0.00016725324777216877,0.00027718834147960614,0.00027718834152944404,0.0002772445008361879,0.00018701020606834293,0.00016596726430750242,0.0002764906801750733,0.0002800332758944313,0.00031536653134267567,13.840851688845886,0.00027718834148401147
grid_robustness,interaction,15,136,L2,41,251,2.942775932687331e-05,2.2846078291531462e-05,5.191159140316426e-05,9.634414956164838e-05,0.00013754405724841767,2.690332120826442e-05,2.1814060989843538e-05,4.650227465086143e-05,7.258015209066215e-05,0.00014058292527518307,14.869671761612242,
grid_robustness,interaction,15,136,Linf,41,251,3.9095852082687304e-05,3.510439432076557e-05,5.619133068796023e-05,5.619134945495374e-05,5.624265092817049e-05,3.872017021770147e-05,3.464842022002313e-05,5.613007690097316e-05,5.719479784430451e-05,7.381598034308934e-05,14.869671761612242,5.619133068854528e-05
grid_robustness,interaction,16,153,L2,41,251,7.25415912231688e-06,5.177019183960217e-06,1.3817986997843867e-05,2.4459176711544304e-05,6.081628440432474e-05,6.67481861174539e-06,4.984434539052862e-06,1.2269688163146775e-05,2.1861505636655565e-05,4.912508335619403e-05,15.98659532781521,
grid_robustness,interaction,16,153,Linf,41,251,1.3197475918027751e-05,1.1825319410084412e-05,1.9249544018662412e-05,1.924954424495471e-05,1.933765268179855e-05,1.3095158226172145e-05,1.1692134791481366e-05,1.9258559982249235e-05,1.9890414512627186e-05,2.9881012149339525e-05,15.98659532781521,1.9249544018608507e-05
grid_robustness,transition,1,3,L2,41,251,0.3894533342731225,0.3429681203208531,0.5546482868376745,0.7480042287581344,0.8897337185822569,0.3859192533659113,0.34116634451390704,0.5547750206597182,0.7015141337272185,0.8822049146972682,1.6903085094570327,
grid_robustness,transition,1,3,Linf,41,251,0.4073157798333551,0.36019959517054706,0.6007576738733756,0.6045546277358038,0.6045546277358039,0.408222754389579,0.3619175554844864,0.6024642904288424,0.6047759209232995,0.60486777850348,1.6903085094570327,0.6045546277358036
grid_robustness,transition,2,6,L2,41,251,0.3894533342731225,0.3429681203208531,0.5546482868376755,0.7480042287581278,0.8897337185822636,0.3859192533659113,0.34116634451390704,0.5547750206597174,0.7015141337272123,0.8822049146972747,2.859430597277969,
grid_robustness,transition,2,6,Linf,41,251,0.4073157798333551,0.3601995951705471,0.6007576738733772,0.6045546277358052,0.6045546277358066,0.408222754389579,0.3619175554844864,0.6024642904288415,0.6047759209232993,0.6048677785034826,2.859430597277969,0.6045546277358033
grid_robustness,transition,3,10,L2,41,251,0.22726965929557477,0.19457189428954472,0.39068429692013995,0.415799695867225,0.7402080453738911,0.22427549513381687,0.19299667506913848,0.388360581871944,0.4143353892955795,0.7208146751506042,3.6072179272443354,
grid_robustness,transition,3,10,Linf,41,251,0.25977939948703044,0.23290847641493304,0.36859794129045864,0.36859794129046997,0.3685979412904795,0.2598077557180033,0.23346794657088646,0.36811258368458627,0.36961980538577915,0.3697090069930447,3.6072179272443354,0.36859794129046874
grid_robustness,transition,4,15,L2,41,251,0.22726965929557477,0.19457189428954455,0.390684296920141,0.41579969586722687,0.7402080453738916,0.22427549513381687,0.19299667506913834,0.3883605818719429,0.41433538929558106,0.7208146751506044,4.55448967549307,
grid_robustness,transition,4,15,Linf,41,251,0.25977939948703277,0.232908476414935,0.36859794129046597,0.3685979412904705,0.3685979412904792,0.2598077557180058,0.2334679465708887,0.3681125836845956,0.369619805385782,0.36970900699305353,4.55448967549307,0.3685979412904671
grid_robustness,transition,5,21,L2,41,251,0.14249084483530008,0.12018203561814,0.26295118182354316,0.2836870520869269,0.551261364363294,0.14028899313570087,0.11938112017707844,0.26080760567277866,0.28230833884114737,0.52172242332958,5.2987495789197245,
grid_robustness,transition,5,21,Linf,41,251,0.16893864261610672,0.1517523898078893,0.23820415509602844,0.23820415509606493,0.23820415509609927,0.16890787952290987,0.15198657136387278,0.23815491798972177,0.23999783936024427,0.2400100644425725,5.2987495789197245,0.2382041550960434
